bank_name,loan_type,interest_rate,tenure_years,min_amount,max_amount,processing_fee,employment_type,location,description
PNB,Education Loan,11.71,1,100000,500000,₹4105,Salaried,Begumpet,"PNB offers a education loan at 11.71% for up to ₹500000 in Begumpet, Hyderabad."
Kotak,Home Loan,10.84,3,50000,1000000,₹2343,Government,Secunderabad,"Kotak offers a home loan at 10.84% for up to ₹1000000 in Secunderabad, Hyderabad."
ICICI,Home Loan,11.03,20,50000,1000000,₹4235,Pensioner,Gachibowli,"ICICI offers a home loan at 11.03% for up to ₹1000000 in Gachibowli, Hyderabad."
Axis,Vehicle Loan,14.53,15,100000,1000000,₹2380,Government,LB Nagar,"Axis offers a vehicle loan at 14.53% for up to ₹1000000 in LB Nagar, Hyderabad."
PNB,Personal Loan,10.53,5,200000,2000000,₹6883,Government,Kukatpally,"PNB offers a personal loan at 10.53% for up to ₹2000000 in Kukatpally, Hyderabad."
Canara,Vehicle Loan,12.86,2,100000,500000,₹1429,Salaried,Gachibowli,"Canara offers a vehicle loan at 12.86% for up to ₹500000 in Gachibowli, Hyderabad."
PNB,Vehicle Loan,13.42,3,100000,2000000,₹8269,Government,Mehdipatnam,"PNB offers a vehicle loan at 13.42% for up to ₹2000000 in Mehdipatnam, Hyderabad."
Kotak,Personal Loan,9.34,3,200000,1000000,₹7388,Self-Employed,Kondapur,"Kotak offers a personal loan at 9.34% for up to ₹1000000 in Kondapur, Hyderabad."
IDFC First,Education Loan,10.11,15,100000,2000000,₹9397,Pensioner,Kukatpally,"IDFC First offers a education loan at 10.11% for up to ₹2000000 in Kukatpally, Hyderabad."
Kotak,Vehicle Loan,11.58,15,50000,1000000,₹7004,Pensioner,Secunderabad,"Kotak offers a vehicle loan at 11.58% for up to ₹1000000 in Secunderabad, Hyderabad."
Canara,Education Loan,9.73,5,50000,2000000,₹2281,Government,Jubilee Hills,"Canara offers a education loan at 9.73% for up to ₹2000000 in Jubilee Hills, Hyderabad."
Axis,Personal Loan,10.76,10,100000,500000,₹8597,Self-Employed,Ameerpet,"Axis offers a personal loan at 10.76% for up to ₹500000 in Ameerpet, Hyderabad."
IDFC First,Personal Loan,8.73,1,50000,2000000,₹7055,Salaried,Jubilee Hills,"IDFC First offers a personal loan at 8.73% for up to ₹2000000 in Jubilee Hills, Hyderabad."
PNB,Vehicle Loan,14.96,15,50000,1000000,₹9525,Government,Attapur,"PNB offers a vehicle loan at 14.96% for up to ₹1000000 in Attapur, Hyderabad."
Yes Bank,Vehicle Loan,7.24,5,50000,2000000,₹8865,Government,Madhapur,"Yes Bank offers a vehicle loan at 7.24% for up to ₹2000000 in Madhapur, Hyderabad."
ICICI,Education Loan,11.6,1,200000,500000,₹9499,Pensioner,Begumpet,"ICICI offers a education loan at 11.6% for up to ₹500000 in Begumpet, Hyderabad."
PNB,Vehicle Loan,13.39,3,50000,2000000,₹7938,Self-Employed,Banjara Hills,"PNB offers a vehicle loan at 13.39% for up to ₹2000000 in Banjara Hills, Hyderabad."
Kotak,Personal Loan,12.04,20,200000,500000,₹1502,Self-Employed,Ameerpet,"Kotak offers a personal loan at 12.04% for up to ₹500000 in Ameerpet, Hyderabad."
PNB,Personal Loan,14.64,15,200000,2000000,₹3514,Self-Employed,Madhapur,"PNB offers a personal loan at 14.64% for up to ₹2000000 in Madhapur, Hyderabad."
IDFC First,Personal Loan,7.56,1,50000,1000000,₹4516,Salaried,Attapur,"IDFC First offers a personal loan at 7.56% for up to ₹1000000 in Attapur, Hyderabad."
PNB,Education Loan,11.25,15,200000,2000000,₹3226,Self-Employed,Banjara Hills,"PNB offers a education loan at 11.25% for up to ₹2000000 in Banjara Hills, Hyderabad."
Canara,Education Loan,10.77,2,200000,1000000,₹7619,Government,Mehdipatnam,"Canara offers a education loan at 10.77% for up to ₹1000000 in Mehdipatnam, Hyderabad."
PNB,Personal Loan,8.52,15,200000,500000,₹2991,Self-Employed,Dilsukhnagar,"PNB offers a personal loan at 8.52% for up to ₹500000 in Dilsukhnagar, Hyderabad."
HDFC,Personal Loan,13.87,3,200000,500000,₹7293,Pensioner,Miyapur,"HDFC offers a personal loan at 13.87% for up to ₹500000 in Miyapur, Hyderabad."
SBI,Education Loan,12.67,3,50000,1000000,₹7671,Salaried,Tolichowki,"SBI offers a education loan at 12.67% for up to ₹1000000 in Tolichowki, Hyderabad."
ICICI,Home Loan,7.27,15,50000,1000000,₹6499,Pensioner,Ameerpet,"ICICI offers a home loan at 7.27% for up to ₹1000000 in Ameerpet, Hyderabad."
Canara,Personal Loan,7.85,20,200000,2000000,₹6307,Government,Gachibowli,"Canara offers a personal loan at 7.85% for up to ₹2000000 in Gachibowli, Hyderabad."
HDFC,Personal Loan,7.4,5,100000,1000000,₹6694,Salaried,Madhapur,"HDFC offers a personal loan at 7.4% for up to ₹1000000 in Madhapur, Hyderabad."
Axis,Vehicle Loan,13.76,10,200000,2000000,₹9097,Pensioner,LB Nagar,"Axis offers a vehicle loan at 13.76% for up to ₹2000000 in LB Nagar, Hyderabad."
Yes Bank,Home Loan,14.64,10,100000,1000000,₹1339,Self-Employed,Jubilee Hills,"Yes Bank offers a home loan at 14.64% for up to ₹1000000 in Jubilee Hills, Hyderabad."
ICICI,Education Loan,13.8,15,200000,500000,₹4423,Salaried,Secunderabad,"ICICI offers a education loan at 13.8% for up to ₹500000 in Secunderabad, Hyderabad."
BOB,Personal Loan,7.0,5,200000,500000,₹1240,Government,Attapur,"BOB offers a personal loan at 7.0% for up to ₹500000 in Attapur, Hyderabad."
BOB,Vehicle Loan,9.42,5,200000,2000000,₹8365,Pensioner,Banjara Hills,"BOB offers a vehicle loan at 9.42% for up to ₹2000000 in Banjara Hills, Hyderabad."
ICICI,Education Loan,9.6,2,200000,2000000,₹9690,Pensioner,Ameerpet,"ICICI offers a education loan at 9.6% for up to ₹2000000 in Ameerpet, Hyderabad."
BOB,Vehicle Loan,13.9,20,100000,500000,₹4801,Self-Employed,Ameerpet,"BOB offers a vehicle loan at 13.9% for up to ₹500000 in Ameerpet, Hyderabad."
SBI,Vehicle Loan,12.12,5,100000,2000000,₹6971,Government,Attapur,"SBI offers a vehicle loan at 12.12% for up to ₹2000000 in Attapur, Hyderabad."
SBI,Personal Loan,7.06,10,200000,500000,₹8255,Pensioner,LB Nagar,"SBI offers a personal loan at 7.06% for up to ₹500000 in LB Nagar, Hyderabad."
Yes Bank,Home Loan,8.98,5,200000,2000000,₹7894,Pensioner,Tolichowki,"Yes Bank offers a home loan at 8.98% for up to ₹2000000 in Tolichowki, Hyderabad."
ICICI,Home Loan,13.75,5,200000,2000000,₹1424,Self-Employed,Mehdipatnam,"ICICI offers a home loan at 13.75% for up to ₹2000000 in Mehdipatnam, Hyderabad."
PNB,Home Loan,7.95,1,200000,2000000,₹4701,Government,Dilsukhnagar,"PNB offers a home loan at 7.95% for up to ₹2000000 in Dilsukhnagar, Hyderabad."
Axis,Vehicle Loan,11.12,10,50000,2000000,₹6782,Pensioner,Miyapur,"Axis offers a vehicle loan at 11.12% for up to ₹2000000 in Miyapur, Hyderabad."
BOB,Education Loan,13.31,5,200000,500000,₹5110,Salaried,Jubilee Hills,"BOB offers a education loan at 13.31% for up to ₹500000 in Jubilee Hills, Hyderabad."
Canara,Vehicle Loan,14.27,15,200000,2000000,₹8491,Government,LB Nagar,"Canara offers a vehicle loan at 14.27% for up to ₹2000000 in LB Nagar, Hyderabad."
SBI,Home Loan,14.19,3,200000,2000000,₹8475,Salaried,Mehdipatnam,"SBI offers a home loan at 14.19% for up to ₹2000000 in Mehdipatnam, Hyderabad."
Canara,Education Loan,13.06,2,50000,500000,₹6766,Salaried,Jubilee Hills,"Canara offers a education loan at 13.06% for up to ₹500000 in Jubilee Hills, Hyderabad."
Kotak,Personal Loan,10.15,2,50000,1000000,₹2168,Self-Employed,Banjara Hills,"Kotak offers a personal loan at 10.15% for up to ₹1000000 in Banjara Hills, Hyderabad."
HDFC,Personal Loan,9.01,3,50000,1000000,₹9606,Self-Employed,LB Nagar,"HDFC offers a personal loan at 9.01% for up to ₹1000000 in LB Nagar, Hyderabad."
BOB,Education Loan,13.76,20,100000,500000,₹8574,Salaried,Dilsukhnagar,"BOB offers a education loan at 13.76% for up to ₹500000 in Dilsukhnagar, Hyderabad."
Canara,Education Loan,10.51,15,200000,500000,₹9723,Salaried,Tolichowki,"Canara offers a education loan at 10.51% for up to ₹500000 in Tolichowki, Hyderabad."
Kotak,Personal Loan,14.57,3,100000,1000000,₹1262,Government,Hitech City,"Kotak offers a personal loan at 14.57% for up to ₹1000000 in Hitech City, Hyderabad."
ICICI,Home Loan,13.97,15,100000,2000000,₹8397,Pensioner,Gachibowli,"ICICI offers a home loan at 13.97% for up to ₹2000000 in Gachibowli, Hyderabad."
Axis,Vehicle Loan,14.56,1,100000,1000000,₹5269,Pensioner,Kondapur,"Axis offers a vehicle loan at 14.56% for up to ₹1000000 in Kondapur, Hyderabad."
ICICI,Home Loan,10.78,2,100000,2000000,₹4307,Government,Jubilee Hills,"ICICI offers a home loan at 10.78% for up to ₹2000000 in Jubilee Hills, Hyderabad."
Axis,Personal Loan,7.57,15,100000,2000000,₹5394,Salaried,Attapur,"Axis offers a personal loan at 7.57% for up to ₹2000000 in Attapur, Hyderabad."
Yes Bank,Vehicle Loan,12.18,10,200000,1000000,₹8814,Pensioner,Kondapur,"Yes Bank offers a vehicle loan at 12.18% for up to ₹1000000 in Kondapur, Hyderabad."
Kotak,Vehicle Loan,13.46,5,200000,2000000,₹3112,Pensioner,Hitech City,"Kotak offers a vehicle loan at 13.46% for up to ₹2000000 in Hitech City, Hyderabad."
HDFC,Home Loan,9.3,2,200000,1000000,₹9708,Self-Employed,Kondapur,"HDFC offers a home loan at 9.3% for up to ₹1000000 in Kondapur, Hyderabad."
BOB,Home Loan,13.71,2,100000,1000000,₹8615,Government,Kukatpally,"BOB offers a home loan at 13.71% for up to ₹1000000 in Kukatpally, Hyderabad."
SBI,Vehicle Loan,10.82,15,200000,2000000,₹8268,Salaried,Hitech City,"SBI offers a vehicle loan at 10.82% for up to ₹2000000 in Hitech City, Hyderabad."
Yes Bank,Home Loan,12.53,5,200000,2000000,₹8874,Salaried,Attapur,"Yes Bank offers a home loan at 12.53% for up to ₹2000000 in Attapur, Hyderabad."
IDFC First,Education Loan,8.54,2,200000,2000000,₹7731,Salaried,Madhapur,"IDFC First offers a education loan at 8.54% for up to ₹2000000 in Madhapur, Hyderabad."
Kotak,Personal Loan,11.46,15,200000,2000000,₹7091,Salaried,Kukatpally,"Kotak offers a personal loan at 11.46% for up to ₹2000000 in Kukatpally, Hyderabad."
Axis,Education Loan,9.63,15,100000,500000,₹2275,Pensioner,Tolichowki,"Axis offers a education loan at 9.63% for up to ₹500000 in Tolichowki, Hyderabad."
Yes Bank,Education Loan,10.26,15,50000,1000000,₹2128,Pensioner,Kukatpally,"Yes Bank offers a education loan at 10.26% for up to ₹1000000 in Kukatpally, Hyderabad."
Axis,Personal Loan,13.71,15,100000,500000,₹9914,Pensioner,Begumpet,"Axis offers a personal loan at 13.71% for up to ₹500000 in Begumpet, Hyderabad."
IDFC First,Home Loan,14.62,5,100000,500000,₹8347,Government,Kondapur,"IDFC First offers a home loan at 14.62% for up to ₹500000 in Kondapur, Hyderabad."
PNB,Education Loan,13.17,5,50000,500000,₹6603,Government,Miyapur,"PNB offers a education loan at 13.17% for up to ₹500000 in Miyapur, Hyderabad."
Yes Bank,Education Loan,13.7,20,50000,500000,₹4770,Salaried,Miyapur,"Yes Bank offers a education loan at 13.7% for up to ₹500000 in Miyapur, Hyderabad."
Yes Bank,Home Loan,7.69,15,100000,2000000,₹7687,Salaried,Tolichowki,"Yes Bank offers a home loan at 7.69% for up to ₹2000000 in Tolichowki, Hyderabad."
IDFC First,Home Loan,10.25,15,100000,2000000,₹3664,Self-Employed,Miyapur,"IDFC First offers a home loan at 10.25% for up to ₹2000000 in Miyapur, Hyderabad."
PNB,Home Loan,12.09,20,50000,500000,₹8443,Self-Employed,Madhapur,"PNB offers a home loan at 12.09% for up to ₹500000 in Madhapur, Hyderabad."
HDFC,Home Loan,12.56,1,50000,1000000,₹5808,Self-Employed,Mehdipatnam,"HDFC offers a home loan at 12.56% for up to ₹1000000 in Mehdipatnam, Hyderabad."
ICICI,Personal Loan,8.74,2,200000,500000,₹8569,Self-Employed,Hitech City,"ICICI offers a personal loan at 8.74% for up to ₹500000 in Hitech City, Hyderabad."
IDFC First,Personal Loan,11.3,15,100000,2000000,₹1665,Government,Kukatpally,"IDFC First offers a personal loan at 11.3% for up to ₹2000000 in Kukatpally, Hyderabad."
Yes Bank,Home Loan,9.59,2,200000,1000000,₹8365,Self-Employed,Mehdipatnam,"Yes Bank offers a home loan at 9.59% for up to ₹1000000 in Mehdipatnam, Hyderabad."
Yes Bank,Education Loan,12.67,2,50000,2000000,₹4088,Pensioner,Kondapur,"Yes Bank offers a education loan at 12.67% for up to ₹2000000 in Kondapur, Hyderabad."
IDFC First,Education Loan,9.16,2,50000,1000000,₹6905,Government,Dilsukhnagar,"IDFC First offers a education loan at 9.16% for up to ₹1000000 in Dilsukhnagar, Hyderabad."
Axis,Home Loan,9.44,10,200000,1000000,₹7569,Self-Employed,Secunderabad,"Axis offers a home loan at 9.44% for up to ₹1000000 in Secunderabad, Hyderabad."
Canara,Home Loan,9.37,10,100000,1000000,₹1951,Salaried,Kukatpally,"Canara offers a home loan at 9.37% for up to ₹1000000 in Kukatpally, Hyderabad."
Canara,Home Loan,10.7,10,200000,500000,₹4427,Pensioner,Begumpet,"Canara offers a home loan at 10.7% for up to ₹500000 in Begumpet, Hyderabad."
Axis,Education Loan,8.53,15,100000,1000000,₹8096,Salaried,Banjara Hills,"Axis offers a education loan at 8.53% for up to ₹1000000 in Banjara Hills, Hyderabad."
BOB,Personal Loan,10.83,10,50000,1000000,₹7636,Salaried,Madhapur,"BOB offers a personal loan at 10.83% for up to ₹1000000 in Madhapur, Hyderabad."
Kotak,Education Loan,12.81,20,100000,500000,₹1912,Self-Employed,Mehdipatnam,"Kotak offers a education loan at 12.81% for up to ₹500000 in Mehdipatnam, Hyderabad."
Yes Bank,Personal Loan,7.76,2,50000,500000,₹7007,Government,LB Nagar,"Yes Bank offers a personal loan at 7.76% for up to ₹500000 in LB Nagar, Hyderabad."
Yes Bank,Home Loan,10.9,2,100000,2000000,₹9052,Government,Attapur,"Yes Bank offers a home loan at 10.9% for up to ₹2000000 in Attapur, Hyderabad."
Kotak,Vehicle Loan,11.97,15,50000,1000000,₹3620,Government,Tolichowki,"Kotak offers a vehicle loan at 11.97% for up to ₹1000000 in Tolichowki, Hyderabad."
ICICI,Vehicle Loan,14.53,1,50000,1000000,₹8925,Salaried,Dilsukhnagar,"ICICI offers a vehicle loan at 14.53% for up to ₹1000000 in Dilsukhnagar, Hyderabad."
BOB,Vehicle Loan,7.22,20,100000,2000000,₹1743,Self-Employed,Tolichowki,"BOB offers a vehicle loan at 7.22% for up to ₹2000000 in Tolichowki, Hyderabad."
ICICI,Home Loan,10.45,20,50000,500000,₹9745,Government,Mehdipatnam,"ICICI offers a home loan at 10.45% for up to ₹500000 in Mehdipatnam, Hyderabad."
HDFC,Home Loan,11.64,20,100000,2000000,₹7485,Government,Tolichowki,"HDFC offers a home loan at 11.64% for up to ₹2000000 in Tolichowki, Hyderabad."
SBI,Personal Loan,8.26,20,200000,2000000,₹7934,Pensioner,Hitech City,"SBI offers a personal loan at 8.26% for up to ₹2000000 in Hitech City, Hyderabad."
IDFC First,Education Loan,10.79,3,100000,1000000,₹6699,Salaried,Attapur,"IDFC First offers a education loan at 10.79% for up to ₹1000000 in Attapur, Hyderabad."
IDFC First,Education Loan,8.22,10,50000,2000000,₹6749,Self-Employed,Kondapur,"IDFC First offers a education loan at 8.22% for up to ₹2000000 in Kondapur, Hyderabad."
Canara,Home Loan,14.12,3,200000,1000000,₹3344,Salaried,Hitech City,"Canara offers a home loan at 14.12% for up to ₹1000000 in Hitech City, Hyderabad."
PNB,Home Loan,13.77,1,200000,1000000,₹7152,Government,Hitech City,"PNB offers a home loan at 13.77% for up to ₹1000000 in Hitech City, Hyderabad."
Canara,Education Loan,8.97,3,100000,1000000,₹9119,Government,Secunderabad,"Canara offers a education loan at 8.97% for up to ₹1000000 in Secunderabad, Hyderabad."
Canara,Personal Loan,10.25,1,50000,500000,₹3444,Pensioner,Hitech City,"Canara offers a personal loan at 10.25% for up to ₹500000 in Hitech City, Hyderabad."
IDFC First,Vehicle Loan,10.93,1,50000,2000000,₹1005,Salaried,Mehdipatnam,"IDFC First offers a vehicle loan at 10.93% for up to ₹2000000 in Mehdipatnam, Hyderabad."
IDFC First,Home Loan,13.53,15,100000,1000000,₹2129,Self-Employed,Banjara Hills,"IDFC First offers a home loan at 13.53% for up to ₹1000000 in Banjara Hills, Hyderabad."
SBI,Vehicle Loan,9.64,1,100000,2000000,₹6529,Salaried,Dilsukhnagar,"SBI offers a vehicle loan at 9.64% for up to ₹2000000 in Dilsukhnagar, Hyderabad."
PNB,Home Loan,12.25,20,50000,1000000,₹7376,Government,Gachibowli,"PNB offers a home loan at 12.25% for up to ₹1000000 in Gachibowli, Hyderabad."
SBI,Education Loan,7.12,15,100000,500000,₹4521,Self-Employed,Kukatpally,"SBI offers a education loan at 7.12% for up to ₹500000 in Kukatpally, Hyderabad."
Axis,Home Loan,9.86,1,200000,2000000,₹1334,Salaried,Mehdipatnam,"Axis offers a home loan at 9.86% for up to ₹2000000 in Mehdipatnam, Hyderabad."
Canara,Personal Loan,12.19,15,200000,500000,₹4044,Salaried,Secunderabad,"Canara offers a personal loan at 12.19% for up to ₹500000 in Secunderabad, Hyderabad."
Axis,Education Loan,14.24,5,50000,500000,₹5792,Government,Jubilee Hills,"Axis offers a education loan at 14.24% for up to ₹500000 in Jubilee Hills, Hyderabad."
Kotak,Home Loan,11.93,5,50000,2000000,₹6543,Self-Employed,Kukatpally,"Kotak offers a home loan at 11.93% for up to ₹2000000 in Kukatpally, Hyderabad."
BOB,Vehicle Loan,7.66,1,50000,2000000,₹2261,Salaried,Mehdipatnam,"BOB offers a vehicle loan at 7.66% for up to ₹2000000 in Mehdipatnam, Hyderabad."
ICICI,Home Loan,9.98,3,200000,500000,₹7226,Pensioner,Hitech City,"ICICI offers a home loan at 9.98% for up to ₹500000 in Hitech City, Hyderabad."
PNB,Vehicle Loan,12.37,2,200000,2000000,₹5702,Pensioner,Dilsukhnagar,"PNB offers a vehicle loan at 12.37% for up to ₹2000000 in Dilsukhnagar, Hyderabad."
PNB,Education Loan,8.72,2,200000,2000000,₹2964,Pensioner,Ameerpet,"PNB offers a education loan at 8.72% for up to ₹2000000 in Ameerpet, Hyderabad."
Kotak,Vehicle Loan,12.07,3,200000,500000,₹4036,Government,Gachibowli,"Kotak offers a vehicle loan at 12.07% for up to ₹500000 in Gachibowli, Hyderabad."
Yes Bank,Home Loan,11.3,3,200000,2000000,₹5178,Self-Employed,Begumpet,"Yes Bank offers a home loan at 11.3% for up to ₹2000000 in Begumpet, Hyderabad."
ICICI,Vehicle Loan,14.53,5,200000,500000,₹2457,Self-Employed,Begumpet,"ICICI offers a vehicle loan at 14.53% for up to ₹500000 in Begumpet, Hyderabad."
Canara,Personal Loan,14.81,20,50000,2000000,₹1699,Salaried,Begumpet,"Canara offers a personal loan at 14.81% for up to ₹2000000 in Begumpet, Hyderabad."
Yes Bank,Home Loan,8.45,1,200000,500000,₹6769,Government,Jubilee Hills,"Yes Bank offers a home loan at 8.45% for up to ₹500000 in Jubilee Hills, Hyderabad."
IDFC First,Vehicle Loan,7.4,2,50000,1000000,₹6102,Self-Employed,Gachibowli,"IDFC First offers a vehicle loan at 7.4% for up to ₹1000000 in Gachibowli, Hyderabad."
Kotak,Personal Loan,10.57,10,100000,500000,₹2814,Self-Employed,Hitech City,"Kotak offers a personal loan at 10.57% for up to ₹500000 in Hitech City, Hyderabad."
PNB,Personal Loan,7.62,5,50000,1000000,₹2132,Self-Employed,LB Nagar,"PNB offers a personal loan at 7.62% for up to ₹1000000 in LB Nagar, Hyderabad."
IDFC First,Home Loan,8.85,3,100000,2000000,₹6464,Government,Banjara Hills,"IDFC First offers a home loan at 8.85% for up to ₹2000000 in Banjara Hills, Hyderabad."
Kotak,Home Loan,12.22,15,50000,2000000,₹5431,Pensioner,Kukatpally,"Kotak offers a home loan at 12.22% for up to ₹2000000 in Kukatpally, Hyderabad."
SBI,Education Loan,12.09,20,100000,500000,₹6589,Self-Employed,Hitech City,"SBI offers a education loan at 12.09% for up to ₹500000 in Hitech City, Hyderabad."
IDFC First,Home Loan,10.3,5,100000,2000000,₹8805,Pensioner,Madhapur,"IDFC First offers a home loan at 10.3% for up to ₹2000000 in Madhapur, Hyderabad."
SBI,Personal Loan,10.74,5,200000,500000,₹7461,Salaried,Hitech City,"SBI offers a personal loan at 10.74% for up to ₹500000 in Hitech City, Hyderabad."
PNB,Home Loan,12.18,10,100000,2000000,₹8145,Pensioner,Mehdipatnam,"PNB offers a home loan at 12.18% for up to ₹2000000 in Mehdipatnam, Hyderabad."
